"responseId","userId","trainingId","score","responseDate"
2140,62,83,0,"2024-10-06"
2141,80,64,87,"2024-10-06"
2142,224,46,8,"2024-10-07"
2143,101,13,20,"2024-10-06"
2144,7,92,32,"2024-10-07"
2145,234,14,52,"2024-10-07"
2146,124,72,13,"2024-10-07"
2147,39,14,82,"2024-10-06"
2148,266,100,31,"2024-10-07"
2149,281,8,56,"2024-10-06"
2150,219,48,45,"2024-10-06"
2151,78,48,11,"2024-10-07"
2152,285,30,43,"2024-10-06"
2153,75,1,34,"2024-10-07"
2154,60,23,75,"2024-10-07"
2155,103,71,53,"2024-10-07"
2156,5,18,38,"2024-10-06"
2157,202,67,38,"2024-10-07"
2158,149,33,51,"2024-10-07"
2159,18,11,24,"2024-10-06"
2160,10,77,4,"2024-10-06"
2161,192,100,37,"2024-10-06"
2162,121,10,94,"2024-10-06"
2163,172,2,51,"2024-10-07"
2164,124,50,76,"2024-10-07"
2165,139,93,1,"2024-10-06"
2166,255,79,84,"2024-10-07"
2167,240,48,13,"2024-10-06"
2168,79,32,45,"2024-10-07"
2169,61,97,49,"2024-10-06"
2170,208,41,2,"2024-10-06"
2171,135,3,70,"2024-10-06"
2172,113,72,13,"2024-10-06"
2173,211,85,29,"2024-10-07"
2174,246,62,34,"2024-10-07"
2175,225,55,60,"2024-10-06"
2176,80,46,75,"2024-10-07"
2177,49,58,66,"2024-10-06"
2178,295,3,80,"2024-10-07"
2179,47,22,27,"2024-10-07"
2180,11,28,3,"2024-10-07"
2181,109,75,18,"2024-10-06"
2182,139,35,24,"2024-10-06"
2183,2,95,27,"2024-10-07"
2184,50,29,70,"2024-10-06"
2185,267,1,34,"2024-10-06"
2186,25,82,8,"2024-10-06"
2187,287,67,95,"2024-10-06"
2188,69,26,53,"2024-10-06"
2189,166,17,100,"2024-10-06"
2190,228,85,69,"2024-10-06"
2191,221,64,48,"2024-10-06"
2192,166,36,20,"2024-10-06"
2193,12,42,48,"2024-10-06"
2194,97,69,63,"2024-10-07"
2195,266,8,1,"2024-10-06"
2196,203,51,67,"2024-10-07"
2197,168,47,62,"2024-10-06"
2198,207,29,79,"2024-10-06"
2199,220,37,94,"2024-10-07"
2200,299,5,26,"2024-10-06"
2201,291,95,4,"2024-10-06"
2202,97,55,78,"2024-10-07"
2203,16,67,70,"2024-10-07"
2204,210,31,18,"2024-10-06"
2205,162,6,41,"2024-10-06"
2206,189,11,10,"2024-10-07"
2207,92,59,1,"2024-10-06"
2208,265,99,43,"2024-10-07"
2209,144,46,86,"2024-10-07"
2210,19,5,97,"2024-10-07"
2211,99,10,30,"2024-10-07"
2212,137,71,60,"2024-10-06"
2213,54,78,92,"2024-10-06"
2214,158,48,8,"2024-10-06"
2215,200,35,2,"2024-10-07"
2216,229,13,58,"2024-10-06"
2217,66,94,56,"2024-10-07"
2218,167,98,97,"2024-10-07"
2219,69,6,90,"2024-10-06"
2220,115,16,16,"2024-10-07"
2221,68,19,69,"2024-10-07"
2222,117,78,67,"2024-10-07"
2223,240,15,56,"2024-10-06"
2224,195,79,81,"2024-10-07"
2225,135,11,28,"2024-10-07"
2226,129,6,0,"2024-10-07"
2227,175,76,18,"2024-10-07"
2228,20,64,92,"2024-10-06"
2229,267,26,6,"2024-10-07"
2230,235,44,84,"2024-10-06"
2231,114,25,1,"2024-10-06"
2232,191,80,3,"2024-10-06"
2233,21,94,14,"2024-10-06"
2234,114,46,35,"2024-10-06"
2235,152,58,40,"2024-10-06"
2236,138,29,1,"2024-10-06"
2237,57,52,33,"2024-10-07"
2238,52,50,0,"2024-10-07"
2239,300,94,79,"2024-10-07"
2240,259,17,88,"2024-10-06"
2241,181,72,71,"2024-10-07"
2242,187,14,11,"2024-10-07"
2243,46,84,74,"2024-10-06"
2244,123,33,52,"2024-10-06"
2245,3,80,50,"2024-10-07"
2246,20,64,63,"2024-10-06"
2247,75,41,28,"2024-10-07"
2248,37,77,37,"2024-10-07"
2249,287,83,76,"2024-10-06"
2250,203,72,76,"2024-10-06"
2251,202,32,3,"2024-10-07"
2252,178,8,10,"2024-10-06"
2253,35,64,40,"2024-10-07"
2254,26,39,67,"2024-10-07"
2255,129,22,39,"2024-10-06"
2256,215,71,8,"2024-10-06"
2257,4,5,96,"2024-10-07"
2258,144,100,39,"2024-10-07"
2259,108,86,4,"2024-10-06"
2260,116,12,27,"2024-10-07"
2261,50,28,83,"2024-10-07"
2262,122,67,80,"2024-10-07"
2263,246,5,42,"2024-10-06"
2264,3,50,100,"2024-10-06"
2265,252,21,97,"2024-10-07"
2266,102,48,49,"2024-10-06"
2267,60,75,13,"2024-10-07"
2268,168,87,93,"2024-10-07"
2269,72,87,28,"2024-10-06"
2270,238,4,8,"2024-10-06"
2271,286,60,13,"2024-10-06"
2272,177,35,74,"2024-10-06"
2273,187,95,38,"2024-10-07"
2274,264,5,55,"2024-10-06"
2275,280,85,22,"2024-10-07"
2276,9,78,17,"2024-10-06"
2277,52,22,27,"2024-10-07"
2278,47,70,56,"2024-10-06"
2279,24,9,19,"2024-10-07"
2280,237,25,51,"2024-10-06"
2281,21,98,81,"2024-10-06"
2282,236,89,56,"2024-10-06"
2283,1,100,55,"2024-10-06"
2284,106,39,80,"2024-10-06"
2285,283,24,69,"2024-10-07"
2286,220,54,42,"2024-10-07"
2287,187,10,54,"2024-10-06"
2288,269,86,47,"2024-10-06"
2289,282,46,1,"2024-10-07"
2290,252,21,48,"2024-10-06"
2291,283,6,30,"2024-10-07"
2292,196,38,3,"2024-10-07"
2293,233,6,28,"2024-10-06"
2294,143,97,69,"2024-10-06"
2295,201,21,74,"2024-10-06"
2296,104,78,82,"2024-10-07"
2297,281,54,76,"2024-10-07"
2298,50,80,46,"2024-10-06"
2299,211,26,86,"2024-10-07"
2300,2,91,84,"2024-10-06"
2301,67,13,23,"2024-10-06"
2302,26,47,38,"2024-10-07"
2303,156,28,41,"2024-10-06"
2304,286,24,25,"2024-10-06"
2305,70,70,71,"2024-10-07"
2306,274,76,43,"2024-10-06"
2307,13,62,79,"2024-10-06"
2308,15,19,74,"2024-10-07"
2309,286,61,13,"2024-10-06"
2310,194,69,15,"2024-10-06"
2311,136,24,77,"2024-10-07"
2312,10,22,77,"2024-10-06"
2313,72,64,81,"2024-10-07"
2314,290,72,61,"2024-10-07"
2315,56,35,69,"2024-10-06"
2316,54,76,51,"2024-10-07"
2317,79,7,39,"2024-10-06"
2318,82,29,68,"2024-10-06"
2319,18,70,23,"2024-10-07"
2320,154,99,28,"2024-10-07"
2321,256,59,10,"2024-10-07"
2322,250,95,96,"2024-10-06"
2323,267,4,70,"2024-10-06"
2324,210,37,38,"2024-10-06"
2325,149,26,33,"2024-10-06"
2326,15,90,15,"2024-10-06"
2327,8,51,75,"2024-10-06"
2328,71,28,20,"2024-10-06"
2329,24,97,52,"2024-10-06"
2330,234,8,75,"2024-10-06"
2331,150,20,28,"2024-10-06"
2332,70,78,78,"2024-10-06"
2333,243,31,88,"2024-10-06"
2334,30,78,91,"2024-10-06"
2335,93,73,87,"2024-10-06"
2336,292,75,32,"2024-10-06"
2337,69,96,47,"2024-10-06"
2338,101,90,52,"2024-10-06"
2339,114,90,35,"2024-10-06"
2340,297,5,54,"2024-10-06"
2341,178,97,68,"2024-10-07"
2342,136,17,97,"2024-10-07"
2343,261,52,48,"2024-10-07"
2344,132,30,5,"2024-10-07"
2345,150,48,5,"2024-10-07"
2346,182,59,53,"2024-10-06"
2347,265,63,70,"2024-10-07"
2348,125,19,54,"2024-10-07"
2349,43,43,79,"2024-10-07"
2350,81,32,47,"2024-10-07"
2351,243,56,50,"2024-10-07"
2352,210,67,97,"2024-10-06"
2353,171,60,64,"2024-10-07"
2354,105,4,94,"2024-10-06"
2355,70,37,47,"2024-10-07"
2356,272,86,6,"2024-10-07"
2357,287,40,26,"2024-10-07"
2358,48,96,4,"2024-10-06"
2359,5,47,49,"2024-10-06"
2360,274,87,30,"2024-10-07"
2361,21,24,50,"2024-10-06"
2362,23,10,66,"2024-10-06"
2363,147,95,69,"2024-10-07"
2364,117,27,94,"2024-10-06"
2365,24,87,43,"2024-10-07"
2366,224,93,50,"2024-10-06"
2367,15,52,28,"2024-10-06"
2368,166,89,88,"2024-10-07"
2369,168,13,3,"2024-10-06"
2370,149,22,55,"2024-10-07"
2371,101,81,4,"2024-10-07"
2372,46,85,99,"2024-10-07"
2373,253,60,37,"2024-10-06"
2374,249,49,26,"2024-10-06"
2375,5,100,72,"2024-10-06"
2376,299,52,49,"2024-10-06"
2377,212,16,22,"2024-10-06"
2378,275,86,52,"2024-10-06"
2379,103,35,26,"2024-10-07"
2380,58,64,34,"2024-10-06"
2381,223,54,10,"2024-10-07"
2382,7,7,69,"2024-10-06"
2383,247,93,92,"2024-10-07"
2384,129,1,16,"2024-10-07"
2385,95,25,39,"2024-10-06"
2386,147,54,49,"2024-10-07"
2387,7,67,50,"2024-10-07"
2388,146,59,94,"2024-10-06"
2389,144,12,44,"2024-10-07"
2390,79,58,32,"2024-10-07"
2391,231,10,50,"2024-10-06"
2392,126,57,85,"2024-10-06"
2393,218,73,3,"2024-10-07"
2394,190,15,75,"2024-10-06"
2395,2,97,23,"2024-10-06"
2396,256,36,43,"2024-10-07"
2397,44,58,72,"2024-10-07"
2398,237,52,39,"2024-10-06"
2399,189,89,77,"2024-10-06"
2400,90,15,65,"2024-10-07"
2401,280,52,86,"2024-10-06"
2402,45,19,3,"2024-10-07"
2403,241,84,98,"2024-10-06"
2404,58,78,28,"2024-10-06"
2405,86,44,15,"2024-10-06"
2406,107,63,16,"2024-10-06"
2407,228,33,47,"2024-10-07"
2408,51,12,86,"2024-10-06"
2409,290,37,28,"2024-10-07"
2410,118,45,19,"2024-10-07"
2411,121,75,5,"2024-10-07"
2412,284,85,6,"2024-10-06"
2413,161,94,74,"2024-10-06"
2414,240,68,14,"2024-10-07"
2415,281,86,87,"2024-10-07"
2416,1,90,94,"2024-10-07"
2417,85,72,53,"2024-10-07"
2418,202,35,27,"2024-10-06"
2419,75,7,43,"2024-10-06"
2420,189,42,86,"2024-10-07"
2421,252,82,53,"2024-10-07"
2422,44,64,0,"2024-10-07"
2423,43,24,4,"2024-10-06"
2424,12,3,59,"2024-10-06"
2425,12,73,10,"2024-10-07"
2426,185,78,27,"2024-10-07"
2427,103,32,96,"2024-10-07"
2428,51,32,10,"2024-10-07"
2429,32,7,35,"2024-10-06"
2430,148,99,5,"2024-10-07"
2431,236,92,62,"2024-10-06"
2432,85,27,88,"2024-10-07"
2433,58,61,78,"2024-10-06"
2434,290,77,55,"2024-10-06"
2435,33,47,5,"2024-10-07"
2436,145,47,4,"2024-10-07"
2437,85,17,80,"2024-10-06"
2438,260,41,62,"2024-10-06"
2439,251,69,87,"2024-10-07"
2440,159,8,28,"2024-10-06"
2441,143,98,59,"2024-10-06"
2442,145,31,94,"2024-10-07"
2443,117,72,55,"2024-10-06"
2444,247,5,78,"2024-10-07"
2445,77,51,67,"2024-10-06"
2446,157,95,75,"2024-10-07"
2447,298,74,86,"2024-10-07"
2448,170,41,19,"2024-10-06"
2449,179,75,72,"2024-10-07"
2450,272,88,66,"2024-10-07"
2451,105,9,95,"2024-10-06"
2452,178,50,9,"2024-10-06"
2453,216,12,97,"2024-10-07"
2454,289,60,28,"2024-10-07"
2455,290,91,57,"2024-10-07"
2456,37,13,39,"2024-10-07"
2457,81,14,62,"2024-10-07"
2458,100,100,8,"2024-10-06"
2459,217,48,19,"2024-10-07"
2460,29,16,96,"2024-10-06"
2461,254,55,78,"2024-10-07"
2462,78,77,15,"2024-10-07"
2463,32,74,93,"2024-10-07"
2464,251,32,13,"2024-10-07"
2465,242,72,77,"2024-10-07"
2466,262,67,63,"2024-10-06"
2467,15,57,61,"2024-10-07"
2468,158,61,39,"2024-10-06"
2469,144,49,55,"2024-10-06"
2470,222,82,93,"2024-10-06"
2471,115,76,46,"2024-10-07"
2472,214,69,7,"2024-10-07"
2473,133,91,61,"2024-10-06"
2474,60,29,62,"2024-10-06"
2475,47,69,51,"2024-10-06"
2476,36,54,34,"2024-10-06"
2477,73,6,50,"2024-10-07"
2478,101,76,39,"2024-10-06"
2479,224,59,0,"2024-10-06"
2480,287,4,99,"2024-10-06"
2481,285,72,97,"2024-10-07"
2482,32,42,87,"2024-10-07"
2483,169,18,100,"2024-10-07"
2484,296,84,76,"2024-10-06"
2485,123,81,58,"2024-10-07"
2486,102,58,66,"2024-10-07"
2487,113,92,7,"2024-10-06"
2488,216,61,6,"2024-10-06"
2489,177,32,18,"2024-10-07"
2490,172,16,60,"2024-10-06"
2491,276,90,69,"2024-10-07"
2492,278,16,27,"2024-10-06"
2493,177,68,11,"2024-10-06"
2494,45,93,52,"2024-10-06"
2495,256,53,0,"2024-10-07"
2496,143,98,75,"2024-10-07"
2497,135,55,41,"2024-10-07"
2498,44,44,45,"2024-10-06"
2499,87,9,57,"2024-10-07"
2500,165,21,60,"2024-10-06"
2501,227,47,72,"2024-10-07"
2502,247,18,54,"2024-10-07"
2503,274,3,38,"2024-10-07"
2504,11,91,27,"2024-10-07"
2505,291,34,9,"2024-10-07"
2506,285,13,80,"2024-10-06"
2507,23,82,76,"2024-10-06"
2508,16,14,20,"2024-10-07"
2509,173,97,1,"2024-10-06"
2510,108,96,14,"2024-10-07"
2511,229,33,11,"2024-10-07"
2512,10,24,69,"2024-10-07"
2513,81,14,70,"2024-10-07"
2514,1,36,38,"2024-10-07"
2515,41,30,28,"2024-10-06"
2516,221,24,36,"2024-10-06"
2517,208,87,17,"2024-10-07"
2518,183,36,69,"2024-10-06"
2519,165,35,70,"2024-10-06"
2520,275,96,70,"2024-10-07"
2521,228,94,28,"2024-10-06"
2522,297,32,31,"2024-10-07"
2523,174,35,1,"2024-10-06"
2524,251,21,1,"2024-10-07"
2525,290,24,96,"2024-10-06"
2526,179,20,88,"2024-10-06"
2527,115,8,43,"2024-10-07"
2528,113,10,48,"2024-10-06"
2529,247,81,2,"2024-10-06"
2530,295,59,89,"2024-10-06"
2531,35,8,81,"2024-10-06"
2532,100,14,68,"2024-10-07"
2533,79,52,18,"2024-10-06"
2534,28,96,0,"2024-10-07"
2535,122,13,35,"2024-10-06"
2536,114,12,66,"2024-10-07"
2537,126,21,6,"2024-10-07"
2538,266,5,13,"2024-10-07"
2539,295,37,13,"2024-10-07"
2540,48,72,51,"2024-10-06"
2541,79,87,3,"2024-10-07"
2542,61,26,4,"2024-10-06"
2543,85,83,23,"2024-10-06"
2544,102,45,95,"2024-10-06"
2545,262,51,81,"2024-10-06"
2546,188,48,97,"2024-10-07"
2547,19,88,49,"2024-10-07"
2548,127,54,2,"2024-10-06"
2549,96,47,15,"2024-10-07"
2550,289,78,3,"2024-10-07"
2551,98,100,98,"2024-10-07"
2552,116,15,34,"2024-10-07"
2553,243,80,56,"2024-10-06"
2554,282,96,9,"2024-10-07"
2555,113,5,72,"2024-10-06"
2556,81,92,83,"2024-10-06"
2557,7,33,97,"2024-10-07"
2558,134,10,89,"2024-10-06"
2559,245,27,7,"2024-10-07"
2560,158,57,75,"2024-10-07"
2561,285,61,93,"2024-10-06"
2562,258,42,47,"2024-10-07"
2563,24,83,34,"2024-10-06"
2564,115,42,72,"2024-10-06"
2565,161,39,70,"2024-10-07"
2566,35,78,2,"2024-10-07"
2567,265,5,24,"2024-10-06"
2568,97,99,68,"2024-10-06"
2569,179,45,39,"2024-10-07"
2570,251,40,1,"2024-10-07"
2571,180,28,94,"2024-10-06"
2572,1,98,30,"2024-10-06"
2573,53,31,37,"2024-10-06"
2574,244,28,80,"2024-10-06"
2575,278,27,19,"2024-10-06"
2576,217,78,20,"2024-10-07"
2577,236,89,7,"2024-10-07"
2578,189,17,84,"2024-10-06"
2579,193,52,44,"2024-10-07"
2580,85,94,50,"2024-10-07"
2581,184,29,53,"2024-10-07"
2582,131,43,62,"2024-10-06"
2583,104,22,59,"2024-10-07"
2584,178,47,62,"2024-10-06"
2585,232,42,63,"2024-10-07"
2586,137,25,31,"2024-10-06"
2587,118,89,74,"2024-10-06"
2588,272,70,68,"2024-10-06"
2589,276,98,72,"2024-10-06"
2590,194,14,67,"2024-10-06"
2591,233,64,75,"2024-10-07"
2592,122,21,84,"2024-10-06"
2593,196,25,15,"2024-10-07"
2594,248,5,85,"2024-10-06"
2595,80,68,60,"2024-10-07"
2596,294,46,53,"2024-10-06"
2597,209,93,57,"2024-10-07"
2598,115,1,51,"2024-10-06"
2599,201,12,86,"2024-10-07"
2600,299,43,30,"2024-10-06"
2601,185,25,85,"2024-10-06"
2602,122,59,82,"2024-10-07"
2603,39,77,54,"2024-10-06"
2604,124,29,55,"2024-10-06"
2605,225,87,91,"2024-10-07"
2606,293,81,40,"2024-10-06"
2607,52,32,40,"2024-10-06"
2608,50,8,26,"2024-10-06"
2609,130,90,40,"2024-10-06"
2610,181,68,56,"2024-10-07"
2611,21,86,49,"2024-10-06"
2612,4,39,21,"2024-10-07"
2613,227,96,88,"2024-10-06"
2614,6,82,96,"2024-10-07"
2615,242,67,4,"2024-10-06"
2616,230,8,96,"2024-10-07"
2617,252,45,51,"2024-10-07"
2618,221,83,35,"2024-10-07"
2619,107,77,55,"2024-10-06"
2620,128,94,11,"2024-10-07"
2621,22,36,0,"2024-10-06"
2622,12,18,20,"2024-10-06"
2623,54,46,96,"2024-10-06"
2624,129,1,48,"2024-10-07"
2625,205,89,27,"2024-10-07"
2626,25,11,43,"2024-10-07"
2627,279,39,87,"2024-10-06"
2628,190,43,0,"2024-10-06"
2629,157,83,45,"2024-10-07"
2630,92,41,2,"2024-10-06"
2631,164,46,89,"2024-10-07"
2632,59,46,46,"2024-10-06"
2633,236,15,8,"2024-10-07"
2634,135,41,80,"2024-10-06"
2635,277,46,52,"2024-10-07"
2636,235,53,5,"2024-10-07"
2637,161,49,80,"2024-10-06"
2638,174,34,6,"2024-10-06"
2639,85,3,65,"2024-10-07"
2640,265,88,88,"2024-10-06"
2641,90,91,71,"2024-10-07"
2642,78,19,27,"2024-10-06"
2643,214,73,74,"2024-10-06"
2644,161,44,94,"2024-10-07"
2645,287,5,95,"2024-10-07"
2646,61,84,97,"2024-10-06"
2647,80,90,6,"2024-10-06"
2648,174,29,20,"2024-10-07"
2649,111,70,100,"2024-10-06"
2650,87,1,97,"2024-10-06"
2651,245,94,52,"2024-10-06"
2652,57,35,35,"2024-10-06"
2653,112,77,93,"2024-10-06"
2654,78,22,54,"2024-10-06"
2655,229,54,73,"2024-10-07"
2656,77,33,44,"2024-10-07"
2657,232,23,82,"2024-10-06"
2658,253,17,36,"2024-10-06"
2659,240,77,82,"2024-10-07"
2660,186,7,60,"2024-10-06"
2661,74,100,70,"2024-10-06"
2662,34,20,37,"2024-10-07"
2663,250,69,50,"2024-10-07"
2664,113,39,31,"2024-10-06"
2665,130,78,83,"2024-10-06"
2666,299,48,11,"2024-10-07"
2667,274,16,0,"2024-10-07"
2668,206,52,32,"2024-10-07"
2669,275,55,32,"2024-10-06"
2670,260,10,37,"2024-10-07"
2671,40,31,30,"2024-10-07"
2672,61,98,8,"2024-10-06"
2673,230,12,88,"2024-10-06"
2674,126,63,9,"2024-10-06"
2675,272,49,70,"2024-10-07"
2676,216,66,78,"2024-10-07"
2677,266,66,100,"2024-10-07"
2678,160,47,83,"2024-10-06"
2679,216,93,34,"2024-10-07"
2680,129,23,100,"2024-10-06"
2681,60,57,33,"2024-10-07"
2682,192,67,23,"2024-10-06"
2683,184,76,71,"2024-10-06"
2684,257,24,86,"2024-10-06"
2685,96,100,96,"2024-10-07"
2686,186,100,84,"2024-10-07"
2687,173,80,12,"2024-10-07"
2688,291,90,39,"2024-10-07"
2689,287,23,36,"2024-10-06"
2690,294,29,39,"2024-10-07"
2691,250,27,52,"2024-10-07"
2692,81,20,59,"2024-10-07"
2693,237,86,80,"2024-10-06"
2694,118,71,38,"2024-10-06"
2695,165,89,38,"2024-10-07"
2696,215,66,32,"2024-10-06"
2697,44,36,15,"2024-10-06"
2698,119,93,100,"2024-10-07"
2699,68,79,97,"2024-10-07"
2700,218,94,96,"2024-10-06"
2701,109,6,57,"2024-10-07"
2702,19,37,14,"2024-10-06"
2703,196,57,97,"2024-10-07"
2704,245,13,32,"2024-10-07"
2705,237,97,97,"2024-10-06"
2706,100,48,25,"2024-10-06"
2707,294,98,63,"2024-10-06"
2708,279,75,70,"2024-10-06"
2709,13,71,0,"2024-10-06"
2710,271,60,79,"2024-10-06"
2711,90,85,4,"2024-10-07"
2712,298,53,19,"2024-10-07"
2713,131,88,92,"2024-10-06"
2714,115,4,12,"2024-10-06"
2715,246,52,75,"2024-10-06"
2716,297,57,63,"2024-10-06"
2717,296,50,29,"2024-10-07"
2718,115,9,67,"2024-10-07"
2719,234,95,96,"2024-10-06"
2720,257,68,41,"2024-10-06"
2721,22,35,80,"2024-10-06"
2722,34,38,20,"2024-10-07"
2723,33,69,39,"2024-10-07"
2724,283,9,8,"2024-10-07"
2725,264,27,45,"2024-10-06"
2726,262,57,42,"2024-10-07"
2727,18,23,36,"2024-10-07"
2728,284,36,100,"2024-10-06"
2729,89,11,2,"2024-10-07"
2730,233,52,23,"2024-10-06"
2731,55,88,57,"2024-10-06"
2732,47,83,26,"2024-10-06"
2733,188,29,56,"2024-10-07"
2734,98,37,78,"2024-10-07"
2735,44,30,20,"2024-10-06"
2736,111,95,16,"2024-10-06"
2737,246,23,22,"2024-10-06"
2738,67,5,87,"2024-10-07"
2739,5,17,65,"2024-10-07"
2740,138,74,73,"2024-10-06"
2741,258,85,81,"2024-10-06"
2742,150,20,93,"2024-10-06"
2743,138,73,97,"2024-10-07"
2744,107,96,73,"2024-10-06"
2745,74,95,77,"2024-10-07"
2746,114,100,95,"2024-10-07"
2747,154,7,3,"2024-10-06"
2748,188,53,6,"2024-10-06"
2749,182,15,94,"2024-10-06"
2750,89,45,16,"2024-10-06"
2751,66,68,13,"2024-10-06"
2752,153,92,82,"2024-10-07"
2753,80,97,89,"2024-10-07"
2754,292,47,89,"2024-10-06"
2755,173,83,18,"2024-10-06"
2756,160,3,36,"2024-10-06"
2757,38,32,58,"2024-10-06"
2758,265,64,92,"2024-10-06"
2759,261,53,89,"2024-10-06"
2760,1,60,87,"2024-10-07"
2761,128,94,91,"2024-10-07"
2762,171,93,25,"2024-10-07"
2763,188,28,66,"2024-10-06"
2764,219,68,61,"2024-10-07"
2765,174,17,36,"2024-10-06"
2766,295,20,56,"2024-10-07"
2767,247,81,58,"2024-10-07"
2768,116,46,29,"2024-10-07"
2769,276,50,100,"2024-10-07"
2770,152,53,55,"2024-10-06"
2771,257,86,12,"2024-10-06"
2772,244,85,85,"2024-10-07"
2773,114,63,12,"2024-10-06"
2774,189,33,10,"2024-10-07"
2775,120,80,70,"2024-10-07"
2776,20,30,46,"2024-10-06"
2777,100,97,26,"2024-10-07"
2778,198,19,67,"2024-10-06"
2779,139,20,6,"2024-10-06"
2780,9,60,3,"2024-10-06"
2781,221,14,97,"2024-10-07"
2782,226,93,10,"2024-10-06"
2783,263,39,55,"2024-10-06"
2784,188,23,46,"2024-10-06"
2785,192,18,87,"2024-10-07"
2786,246,45,19,"2024-10-06"
2787,184,86,26,"2024-10-06"
2788,113,45,29,"2024-10-06"
2789,137,33,94,"2024-10-06"
2790,236,3,41,"2024-10-07"
2791,139,99,100,"2024-10-07"
2792,98,96,86,"2024-10-06"
2793,153,20,45,"2024-10-06"
2794,291,19,74,"2024-10-07"
2795,226,61,92,"2024-10-06"
2796,28,5,73,"2024-10-07"
2797,166,86,30,"2024-10-06"
2798,14,16,50,"2024-10-06"
2799,131,52,73,"2024-10-06"
2800,173,39,18,"2024-10-06"
2801,258,86,5,"2024-10-07"
2802,199,83,11,"2024-10-06"
2803,24,55,28,"2024-10-07"
2804,126,93,11,"2024-10-06"
2805,25,7,85,"2024-10-07"
2806,278,94,20,"2024-10-07"
2807,71,35,73,"2024-10-06"
2808,153,38,7,"2024-10-07"
2809,11,21,32,"2024-10-07"
2810,172,26,95,"2024-10-07"
2811,77,58,21,"2024-10-06"
2812,298,74,65,"2024-10-07"
2813,123,16,15,"2024-10-07"
2814,244,50,92,"2024-10-07"
2815,238,77,1,"2024-10-06"
2816,36,22,1,"2024-10-07"
2817,86,68,34,"2024-10-07"
2818,127,14,69,"2024-10-06"
2819,139,27,16,"2024-10-07"
2820,261,23,72,"2024-10-07"
2821,247,62,91,"2024-10-07"
2822,298,68,36,"2024-10-07"
2823,277,46,34,"2024-10-07"
2824,203,54,56,"2024-10-06"
2825,213,100,30,"2024-10-07"
2826,133,95,41,"2024-10-07"
2827,133,55,18,"2024-10-07"
2828,294,51,17,"2024-10-07"
2829,191,71,4,"2024-10-06"
2830,141,94,4,"2024-10-06"
2831,285,59,4,"2024-10-06"
2832,4,71,16,"2024-10-06"
2833,202,35,61,"2024-10-07"
2834,207,18,98,"2024-10-07"
2835,110,28,30,"2024-10-06"
2836,61,92,68,"2024-10-07"
2837,164,37,46,"2024-10-06"
2838,119,84,16,"2024-10-07"
2839,4,50,48,"2024-10-06"
2840,103,79,18,"2024-10-07"
2841,248,47,94,"2024-10-07"
2842,138,21,45,"2024-10-07"
2843,9,73,71,"2024-10-07"
2844,149,95,52,"2024-10-07"
2845,58,68,27,"2024-10-07"
2846,232,16,87,"2024-10-06"
2847,100,64,5,"2024-10-06"
2848,212,73,74,"2024-10-07"
2849,67,18,99,"2024-10-06"
2850,116,81,32,"2024-10-06"
2851,241,86,6,"2024-10-06"
2852,258,69,6,"2024-10-06"
2853,262,44,44,"2024-10-06"
2854,240,78,43,"2024-10-07"
2855,134,72,93,"2024-10-07"
2856,211,26,68,"2024-10-07"
2857,245,32,26,"2024-10-07"
2858,56,42,15,"2024-10-07"
2859,276,50,3,"2024-10-06"
2860,171,74,15,"2024-10-06"
2861,151,49,92,"2024-10-07"
2862,274,99,17,"2024-10-06"
2863,62,9,87,"2024-10-06"
2864,299,40,76,"2024-10-06"
2865,126,79,42,"2024-10-06"
2866,52,37,34,"2024-10-06"
2867,202,49,71,"2024-10-07"
2868,140,22,42,"2024-10-07"
2869,79,6,84,"2024-10-06"
2870,174,68,9,"2024-10-07"
2871,297,82,12,"2024-10-06"
2872,291,52,1,"2024-10-07"
2873,135,26,30,"2024-10-06"
2874,45,1,5,"2024-10-06"
2875,293,69,80,"2024-10-06"
2876,275,63,88,"2024-10-07"
2877,204,51,33,"2024-10-07"
2878,220,81,26,"2024-10-06"
2879,105,54,87,"2024-10-06"
2880,247,65,57,"2024-10-06"
2881,282,40,7,"2024-10-07"
2882,227,69,3,"2024-10-07"
2883,209,65,53,"2024-10-07"
2884,269,59,40,"2024-10-06"
2885,196,20,41,"2024-10-07"
2886,257,10,68,"2024-10-06"
2887,28,44,92,"2024-10-07"
2888,278,38,85,"2024-10-07"
2889,107,44,73,"2024-10-06"
2890,231,20,3,"2024-10-06"
2891,241,32,64,"2024-10-06"
2892,221,41,10,"2024-10-07"
2893,99,57,99,"2024-10-06"
2894,160,82,86,"2024-10-06"
2895,88,73,87,"2024-10-07"
2896,189,74,97,"2024-10-07"
2897,31,82,99,"2024-10-06"
2898,97,50,73,"2024-10-06"
2899,67,72,85,"2024-10-07"
2900,89,35,98,"2024-10-06"
2901,39,91,98,"2024-10-07"
2902,93,8,1,"2024-10-06"
2903,88,1,38,"2024-10-07"
2904,129,59,62,"2024-10-07"
2905,11,8,62,"2024-10-06"
2906,203,78,52,"2024-10-07"
2907,82,11,9,"2024-10-06"
2908,48,62,78,"2024-10-07"
2909,254,60,12,"2024-10-06"
2910,9,73,2,"2024-10-07"
2911,98,46,63,"2024-10-07"
2912,157,1,47,"2024-10-07"
2913,249,85,25,"2024-10-07"
2914,132,6,93,"2024-10-07"
2915,228,82,7,"2024-10-06"
