reviewId,userId,trainingId,organisationScore,communicationMarks,hardWorkingMarks,disciplineMarks,performanceScore
2495,13,84,23,1,0,0,1
2496,86,76,36,0,0,1,1
2497,45,48,17,0,1,0,1
2498,88,38,78,0,0,1,1
2499,33,96,32,0,1,0,1
2500,70,83,57,0,1,0,1
2501,22,53,86,1,0,0,1
2502,277,82,78,1,1,1,3
2503,219,83,86,1,1,0,2
2504,159,12,45,1,0,1,2
2505,142,41,40,0,1,0,1
2506,33,39,76,0,0,0,0
2507,101,5,76,1,1,1,3
2508,3,63,35,0,1,1,2
2509,70,94,15,0,1,0,1
2510,16,96,37,0,0,0,0
2511,126,12,4,1,0,0,1
2512,106,46,1,0,1,1,2
2513,15,2,95,1,0,1,2
2514,255,28,83,1,0,0,1
2515,201,4,49,1,1,1,3
2516,22,55,88,1,0,1,2
2517,229,80,52,1,0,1,2
2518,185,74,40,1,0,1,2
2519,65,76,63,1,1,1,3
2520,198,37,72,0,0,1,1
2521,55,40,68,0,0,1,1
2522,239,91,34,1,0,1,2
2523,69,60,100,1,1,0,2
2524,177,91,32,0,0,1,1
2525,167,37,68,0,0,1,1
2526,164,53,91,1,1,1,3
2527,5,80,95,1,1,1,3
2528,137,10,42,1,1,1,3
2529,266,8,45,0,0,1,1
2530,132,84,22,0,1,0,1
2531,248,91,66,1,0,1,2
2532,236,21,98,0,1,1,2
2533,230,59,7,1,1,0,2
2534,143,50,54,0,1,0,1
2535,235,75,60,1,0,0,1
2536,141,88,66,0,0,1,1
2537,186,42,81,1,1,1,3
2538,178,26,61,1,1,1,3
2539,232,63,85,0,0,1,1
2540,250,46,97,1,0,0,1
2541,55,17,20,1,0,0,1
2542,114,46,62,1,1,1,3
2543,94,63,12,0,1,1,2
2544,202,25,64,0,1,0,1
2545,136,9,35,0,0,1,1
2546,89,5,27,0,1,1,2
2547,138,22,56,1,0,0,1
2548,228,58,100,0,0,0,0
2549,215,22,87,1,1,0,2
2550,74,96,28,0,0,0,0
2551,5,77,62,1,1,0,2
2552,92,79,39,0,1,1,2
2553,99,77,72,1,1,1,3
2554,85,22,72,1,1,1,3
2555,113,52,8,0,1,0,1
2556,95,52,100,0,1,0,1
2557,66,77,55,0,0,1,1
2558,120,48,53,1,1,1,3
2559,253,28,65,0,1,0,1
2560,300,7,41,0,0,0,0
2561,73,23,81,0,1,1,2
2562,48,2,65,0,0,1,1
2563,7,76,47,0,0,0,0
2564,230,64,28,0,1,0,1
2565,63,94,38,0,0,0,0
2566,158,80,9,0,0,0,0
2567,180,57,17,0,1,1,2
2568,219,72,14,0,1,0,1
2569,251,19,8,1,1,0,2
2570,229,97,75,0,1,1,2
2571,213,100,24,1,0,1,2
2572,126,61,20,0,0,0,0
2573,162,20,28,1,0,1,2
2574,247,87,56,1,1,0,2
2575,235,52,47,0,1,1,2
2576,54,37,34,0,1,1,2
2577,272,95,26,0,0,0,0
2578,56,16,44,0,1,1,2
2579,285,15,36,0,0,1,1
2580,103,43,80,1,1,1,3
2581,9,79,64,0,0,0,0
2582,159,36,60,1,0,0,1
2583,282,26,97,0,1,0,1
2584,60,51,58,1,0,1,2
2585,258,36,65,0,1,1,2
2586,128,70,22,1,1,1,3
2587,174,41,99,0,1,0,1
2588,227,82,88,0,0,0,0
2589,281,16,43,0,1,0,1
2590,67,23,90,1,1,1,3
2591,45,9,66,1,1,1,3
2592,159,18,77,1,0,1,2
2593,126,67,48,1,0,1,2
2594,172,78,6,0,1,0,1
2595,138,20,48,0,1,0,1
2596,264,87,56,0,0,1,1
2597,277,84,3,1,1,1,3
2598,259,77,19,0,1,0,1
2599,222,83,100,0,1,0,1
2600,151,66,16,1,1,0,2
2601,109,52,5,0,0,0,0
2602,41,37,18,0,0,1,1
2603,283,68,99,0,0,0,0
2604,81,9,56,0,0,1,1
2605,154,40,15,0,1,0,1
2606,260,56,44,0,0,0,0
2607,207,62,49,0,0,1,1
2608,68,28,4,0,1,1,2
2609,25,37,7,0,1,0,1
2610,269,40,84,0,0,0,0
2611,67,42,75,0,1,0,1
2612,50,94,39,1,0,0,1
2613,6,26,44,0,0,1,1
2614,188,57,84,1,0,1,2
2615,165,13,47,0,0,1,1
2616,36,32,74,1,0,0,1
2617,252,62,23,0,0,0,0
2618,16,39,72,1,1,1,3
2619,57,35,24,1,1,0,2
2620,149,13,80,0,1,1,2
2621,170,33,50,0,0,1,1
2622,243,21,20,1,0,1,2
2623,16,88,88,1,0,1,2
2624,242,99,54,1,0,0,1
2625,197,43,10,1,0,1,2
2626,3,88,8,1,1,1,3
2627,36,48,22,0,0,0,0
2628,259,23,36,0,0,1,1
2629,106,6,59,0,1,1,2
2630,175,7,55,0,1,0,1
2631,280,53,82,1,0,0,1
2632,14,73,62,0,0,0,0
2633,117,70,64,0,0,1,1
2634,293,99,72,1,0,0,1
2635,160,10,20,1,0,1,2
2636,40,97,97,0,1,0,1
2637,161,68,63,1,1,1,3
2638,235,92,83,1,1,0,2
2639,23,28,94,1,0,1,2
2640,100,90,74,1,1,1,3
2641,145,37,49,0,0,0,0
2642,242,51,88,1,0,0,1
2643,59,61,6,1,0,1,2
2644,148,43,66,0,0,1,1
2645,101,11,57,1,0,0,1
2646,91,67,19,0,0,0,0
2647,202,77,38,0,0,0,0
2648,254,11,75,1,0,0,1
2649,151,11,16,0,0,1,1
2650,182,97,36,0,1,1,2
2651,39,18,77,1,0,1,2
2652,98,8,96,1,1,0,2
2653,114,83,72,1,0,0,1
2654,28,52,47,0,1,1,2
2655,29,95,95,0,0,1,1
2656,24,98,67,1,1,0,2
2657,228,93,72,0,0,1,1
2658,139,25,38,1,1,0,2
2659,53,30,78,0,0,0,0
2660,266,21,50,1,1,0,2
2661,228,30,4,1,1,0,2
2662,226,5,66,1,0,1,2
2663,256,21,53,0,1,0,1
2664,122,78,71,1,0,0,1
2665,167,17,100,0,1,1,2
2666,255,92,78,1,0,1,2
2667,15,46,18,0,1,1,2
2668,40,72,98,0,0,1,1
2669,76,12,2,1,0,1,2
2670,219,45,59,0,0,1,1
2671,205,68,5,0,0,1,1
2672,234,16,31,0,0,1,1
2673,66,14,3,1,1,0,2
2674,165,42,66,1,0,0,1
2675,179,88,54,1,1,1,3
2676,148,71,43,0,1,1,2
2677,113,82,81,1,1,0,2
2678,181,86,59,0,1,0,1
2679,225,23,22,1,1,0,2
2680,87,90,10,1,0,0,1
2681,141,17,20,0,0,0,0
2682,63,78,4,0,1,1,2
2683,12,44,56,1,0,0,1
2684,28,35,7,1,1,1,3
2685,35,21,56,0,0,1,1
2686,25,66,95,1,0,1,2
2687,239,33,5,0,1,0,1
2688,133,85,14,1,0,1,2
2689,249,56,8,1,1,0,2
2690,203,43,12,1,0,1,2
2691,48,86,44,0,1,0,1
2692,235,96,68,0,0,1,1
2693,149,20,100,1,1,1,3
2694,213,17,51,0,1,0,1
2695,233,76,80,1,0,1,2
2696,107,92,67,0,0,0,0
2697,285,19,4,0,0,0,0
2698,271,46,0,0,1,0,1
2699,87,23,75,0,1,0,1
2700,231,79,73,0,0,0,0
2701,65,5,87,1,1,1,3
2702,131,22,98,0,0,1,1
2703,38,92,25,0,1,0,1
2704,158,18,82,1,1,0,2
2705,238,15,98,0,1,0,1
2706,249,6,96,0,1,0,1
2707,176,77,85,1,0,1,2
2708,79,99,22,1,0,0,1
2709,240,52,19,1,0,1,2
2710,253,75,91,0,0,1,1
2711,228,46,78,1,0,1,2
2712,72,89,41,0,1,1,2
2713,73,25,18,0,1,1,2
2714,234,88,6,1,0,0,1
2715,260,53,41,0,1,1,2
2716,17,87,74,0,0,0,0
2717,49,48,18,1,1,1,3
2718,131,4,80,0,1,1,2
2719,184,51,25,0,1,1,2
2720,197,59,26,1,0,1,2
2721,201,65,88,0,1,1,2
2722,124,17,88,1,0,0,1
2723,259,6,77,1,0,0,1
2724,109,81,12,0,1,0,1
2725,200,54,85,1,0,0,1
2726,163,65,55,0,0,1,1
2727,96,13,53,0,1,0,1
2728,15,52,71,0,0,0,0
2729,271,64,100,1,1,1,3
2730,273,84,34,0,0,0,0
2731,252,58,76,1,1,0,2
2732,290,39,95,0,0,0,0
2733,62,25,100,0,0,1,1
2734,207,36,32,0,1,1,2
2735,262,64,26,0,0,0,0
2736,42,61,39,1,0,0,1
2737,254,24,2,1,0,0,1
2738,78,75,51,1,1,0,2
2739,37,14,100,1,1,1,3
2740,191,48,56,0,1,1,2
2741,37,95,91,0,0,0,0
2742,7,72,21,1,0,0,1
2743,249,66,9,1,0,0,1
2744,54,80,91,1,1,0,2
2745,275,13,10,0,1,1,2
2746,279,57,76,1,0,0,1
2747,5,34,35,0,1,1,2
2748,273,38,97,0,0,0,0
2749,118,24,62,0,0,0,0
2750,156,94,94,0,0,0,0
2751,195,8,19,0,1,1,2
2752,215,89,17,0,1,0,1
2753,15,73,50,1,1,0,2
2754,298,74,67,0,0,0,0
2755,47,12,34,0,1,0,1
2756,91,53,69,0,1,1,2
2757,295,33,80,0,1,1,2
2758,292,59,9,0,0,0,0
2759,107,53,4,1,1,1,3
2760,166,25,67,0,1,1,2
2761,38,68,81,0,1,1,2
2762,196,13,67,1,0,1,2
2763,214,95,1,1,1,1,3
2764,298,41,74,0,1,1,2
2765,208,71,98,0,1,0,1
2766,39,30,99,0,1,0,1
2767,223,6,43,1,1,0,2
2768,180,8,0,0,0,0,0
2769,154,5,24,0,1,1,2
2770,284,48,55,1,1,0,2
2771,145,43,38,0,1,1,2
2772,63,10,31,1,0,1,2
2773,177,89,62,1,1,1,3
2774,144,68,46,1,1,0,2
2775,221,46,69,1,1,0,2
2776,248,90,15,0,1,1,2
2777,93,52,98,0,0,0,0
2778,300,45,46,0,1,1,2
2779,264,58,32,0,0,0,0
2780,102,87,87,0,1,1,2
2781,177,3,37,1,0,0,1
2782,130,7,41,0,0,1,1
2783,67,47,53,1,1,0,2
2784,172,49,24,1,1,1,3
2785,71,24,24,0,1,0,1
2786,208,68,91,0,0,1,1
2787,205,33,57,0,1,1,2
2788,94,89,87,1,0,0,1
2789,252,57,99,1,0,1,2
2790,159,56,91,1,0,1,2
2791,52,45,20,1,0,0,1
2792,121,4,83,1,1,1,3
2793,146,62,8,1,1,1,3
2794,40,75,56,0,0,0,0
2795,197,57,18,0,1,1,2
2796,174,48,44,0,1,1,2
2797,127,96,99,1,0,0,1
2798,99,15,98,0,1,0,1
2799,51,72,94,0,1,1,2
2800,241,26,14,1,1,1,3
2801,166,6,36,0,1,1,2
2802,71,46,39,1,1,0,2
2803,17,37,33,1,1,1,3
2804,265,38,78,0,0,1,1
2805,51,59,55,0,1,0,1
2806,204,83,60,1,0,0,1
2807,261,89,75,0,1,1,2
2808,121,4,51,1,0,0,1
2809,127,8,58,0,0,1,1
2810,67,61,29,0,0,1,1
2811,92,9,29,0,0,0,0
2812,148,62,88,0,0,0,0
2813,70,69,66,1,0,0,1
2814,158,24,52,0,1,1,2
2815,253,82,77,0,0,1,1
2816,179,83,25,0,1,1,2
2817,200,81,37,0,1,1,2
2818,262,27,14,0,1,1,2
2819,93,13,42,0,1,0,1
2820,36,36,57,0,1,1,2
2821,278,95,85,0,0,0,0
2822,289,72,48,0,0,1,1
2823,294,97,39,0,0,1,1
2824,90,83,79,0,1,0,1
2825,226,43,91,0,1,0,1
2826,94,42,76,1,0,0,1
2827,26,99,4,1,0,0,1
2828,202,63,51,0,0,0,0
2829,27,81,32,0,1,1,2
2830,141,98,25,0,0,1,1
2831,260,93,3,1,0,1,2
2832,80,97,10,0,0,0,0
2833,239,26,93,1,1,0,2
2834,142,97,87,0,0,1,1
2835,213,66,55,0,1,0,1
2836,160,47,19,0,0,1,1
2837,137,100,96,0,0,1,1
2838,56,66,76,0,1,1,2
2839,268,52,41,0,1,1,2
2840,256,97,19,0,0,0,0
2841,213,57,81,1,1,1,3
2842,189,33,10,1,0,0,1
2843,143,98,1,0,0,0,0
2844,87,37,41,0,1,1,2
2845,277,83,52,0,1,1,2
2846,120,64,36,1,1,0,2
2847,261,14,62,0,1,1,2
2848,70,46,92,0,1,1,2
2849,165,38,17,0,1,1,2
2850,297,72,60,1,0,0,1
2851,157,68,77,0,0,1,1
2852,267,53,68,1,0,1,2
2853,259,85,10,1,1,0,2
2854,88,11,81,0,1,1,2
2855,245,55,68,0,0,0,0
2856,207,54,39,1,1,1,3
2857,85,51,52,0,0,0,0
2858,77,72,99,1,0,1,2
2859,14,9,44,1,1,0,2
2860,263,93,34,1,0,0,1
2861,59,89,98,0,1,1,2
2862,54,73,29,1,0,1,2
2863,196,6,48,0,1,0,1
2864,298,72,100,1,1,0,2
2865,53,2,5,0,0,0,0
2866,210,71,60,1,0,1,2
2867,274,98,0,1,1,0,2
2868,195,2,80,1,1,1,3
2869,292,16,100,1,0,0,1
2870,65,50,21,0,0,1,1
2871,130,96,15,0,1,0,1
2872,155,9,26,0,1,1,2
2873,81,46,98,0,0,0,0
2874,65,75,85,0,0,0,0
2875,56,79,29,1,0,1,2
2876,234,42,68,1,0,1,2
2877,202,29,42,1,0,0,1
2878,164,53,92,0,1,0,1
2879,266,40,41,0,1,1,2
2880,276,43,55,0,0,0,0
2881,112,80,45,0,0,0,0
2882,183,55,55,1,0,1,2
2883,90,32,37,1,0,0,1
2884,176,54,11,0,0,1,1
2885,84,1,28,1,1,1,3
2886,221,14,45,0,0,0,0
2887,27,6,70,1,1,0,2
2888,166,43,82,0,1,1,2
2889,214,64,18,1,1,0,2
2890,278,21,28,1,1,0,2
2891,133,93,53,0,1,1,2
2892,222,56,93,0,1,0,1
2893,110,36,14,0,1,1,2
2894,42,51,39,0,1,0,1
2895,212,72,34,1,0,1,2
2896,271,56,67,0,1,0,1
2897,295,97,6,0,1,0,1
2898,29,82,95,0,1,0,1
2899,4,45,100,1,0,0,1
2900,156,51,89,1,0,1,2
2901,219,63,60,0,1,1,2
2902,233,74,5,1,1,1,3
2903,278,36,99,1,1,0,2
2904,90,6,87,1,1,0,2
2905,269,31,19,0,1,1,2
2906,275,86,89,0,1,0,1
2907,269,16,47,0,1,1,2
2908,36,55,97,0,1,0,1
2909,110,25,25,0,0,0,0
2910,149,12,5,1,0,1,2
2911,300,33,66,1,0,0,1
2912,257,37,8,0,1,1,2
2913,225,33,78,1,0,0,1
2914,198,16,29,1,1,0,2
2915,60,94,11,1,0,0,1
2916,204,70,76,0,1,1,2
2917,270,1,55,0,0,1,1
2918,75,9,22,1,0,0,1
2919,239,81,75,0,1,1,2
2920,296,62,91,1,1,1,3
2921,257,42,25,0,1,1,2
2922,7,36,72,0,0,0,0
2923,101,48,9,0,1,0,1
2924,281,57,36,1,0,1,2
2925,86,42,24,0,1,0,1
2926,79,31,31,1,0,1,2
2927,88,8,84,1,1,1,3
2928,36,32,0,0,0,1,1
2929,269,37,60,1,0,1,2
2930,110,53,28,0,0,1,1
2931,41,31,23,1,0,1,2
2932,60,14,25,0,0,1,1
2933,31,29,41,0,0,0,0
2934,263,35,33,0,1,0,1
2935,204,63,79,0,1,1,2
2936,116,69,26,1,1,1,3
2937,199,90,70,1,1,0,2
2938,211,38,31,0,1,1,2
2939,143,27,21,0,0,1,1
2940,189,56,49,1,0,1,2
2941,175,4,16,0,1,0,1
2942,275,79,13,1,0,0,1
2943,227,17,34,1,0,0,1
2944,20,95,13,0,1,1,2
2945,206,18,60,1,0,1,2
2946,51,71,2,1,0,1,2
2947,165,57,42,1,0,0,1
2948,37,40,9,0,1,0,1
2949,42,81,100,1,1,0,2
2950,55,69,2,0,1,0,1
2951,214,92,48,0,0,0,0
2952,55,44,12,0,1,1,2
2953,132,36,33,0,0,1,1
2954,36,25,17,1,1,1,3
2955,109,34,59,1,0,0,1
2956,151,57,59,0,0,0,0
2957,223,92,56,1,1,0,2
2958,177,53,67,0,1,0,1
2959,105,42,89,1,1,0,2
2960,228,4,64,1,0,1,2
2961,211,55,16,1,1,0,2
2962,16,98,32,0,1,1,2
2963,191,88,75,0,1,0,1
2964,296,47,80,1,1,0,2
2965,275,36,74,1,0,1,2
2966,4,8,59,0,0,0,0
2967,42,21,37,1,0,0,1
2968,206,43,39,0,0,1,1
2969,131,20,41,0,1,1,2
2970,152,41,36,0,1,0,1
2971,221,49,69,1,1,1,3
2972,222,91,60,1,1,0,2
2973,278,29,40,0,0,1,1
2974,285,42,31,0,1,1,2
2975,65,59,24,1,0,0,1
2976,196,91,84,0,1,1,2
2977,1,20,45,1,0,1,2
2978,193,60,86,0,1,1,2
2979,116,51,37,1,0,1,2
2980,287,89,71,0,1,0,1
2981,197,41,36,1,1,0,2
2982,174,13,63,0,1,1,2
2983,4,27,49,0,0,0,0
2984,18,87,94,1,1,0,2
2985,246,27,21,1,1,1,3
2986,159,99,28,0,1,0,1
2987,146,53,34,0,1,1,2
2988,205,48,4,0,1,1,2
2989,84,86,77,1,1,1,3
2990,294,43,56,0,0,0,0
2991,261,33,61,0,1,0,1
2992,172,79,55,0,0,0,0
2993,220,80,38,0,0,0,0
2994,56,11,84,0,0,1,1
2995,131,13,6,1,1,1,3
2996,210,12,71,1,0,1,2
2997,145,9,85,1,1,1,3
2998,113,27,77,0,1,1,2
2999,171,78,50,1,1,0,2
3000,114,22,23,0,1,1,2
3001,214,68,48,1,1,0,2
3002,178,61,78,1,0,0,1
3003,122,71,55,0,1,1,2
3004,40,64,33,0,0,0,0
3005,299,76,12,1,0,1,2
3006,129,44,77,0,1,0,1
3007,114,26,25,0,1,0,1
3008,140,50,57,0,0,0,0
3009,262,36,68,1,0,1,2
3010,59,7,56,0,1,1,2
3011,225,56,49,1,0,1,2
3012,24,97,82,1,1,0,2
3013,266,67,26,1,1,0,2
3014,257,59,9,0,0,0,0
3015,47,17,96,1,1,0,2
3016,173,98,32,0,1,1,2
3017,193,1,93,0,1,1,2
3018,199,89,67,1,1,0,2
3019,126,77,44,0,1,0,1
3020,276,76,2,0,1,1,2
3021,133,80,19,1,1,1,3
3022,288,11,45,1,1,0,2
3023,243,43,75,0,1,1,2
3024,220,24,12,0,0,1,1
3025,204,79,52,1,0,0,1
3026,53,15,47,0,1,1,2
3027,220,63,68,1,0,0,1
3028,211,79,64,0,0,1,1
3029,281,70,100,0,0,1,1
3030,157,39,74,1,1,0,2
3031,220,22,12,1,0,0,1
3032,251,24,13,0,1,1,2
3033,159,87,93,0,1,0,1
3034,124,45,37,1,0,1,2
3035,99,62,57,1,1,0,2
3036,57,100,26,1,0,1,2
3037,110,61,34,0,0,1,1
3038,49,95,60,0,0,1,1
3039,71,23,96,1,1,1,3
3040,95,10,98,0,1,1,2
3041,30,1,60,0,0,0,0
3042,225,52,76,0,1,1,2
3043,25,36,94,1,0,0,1
3044,114,57,52,0,1,1,2
3045,191,64,62,0,1,1,2
3046,14,57,48,0,0,0,0
3047,190,26,85,0,1,0,1
3048,265,91,19,1,0,1,2
3049,166,1,98,0,0,0,0
3050,108,86,46,0,1,1,2
3051,86,9,76,0,1,0,1
3052,28,94,80,1,0,1,2
3053,169,11,65,0,0,0,0
3054,232,10,7,0,1,1,2
3055,42,7,40,1,1,0,2
3056,156,27,60,1,1,1,3
3057,176,5,55,1,0,0,1
3058,66,67,8,1,1,1,3
3059,297,81,26,1,1,0,2
3060,145,100,20,0,0,1,1
3061,98,54,99,1,1,0,2
3062,256,77,29,0,1,0,1
3063,43,39,41,1,0,1,2
3064,91,44,89,0,1,1,2
3065,121,43,88,1,1,1,3
3066,12,87,17,1,1,1,3
3067,39,34,100,1,1,0,2
3068,244,36,29,0,1,1,2
3069,158,32,76,1,0,0,1
3070,65,100,90,1,1,0,2
3071,299,21,0,1,1,0,2
3072,271,55,94,0,0,0,0
3073,273,11,22,1,0,1,2
3074,58,11,36,0,1,0,1
3075,260,98,39,0,0,0,0
3076,12,50,52,1,1,0,2
3077,275,8,68,1,0,1,2
3078,238,46,12,0,1,0,1
3079,21,54,96,0,1,0,1
3080,249,86,77,0,1,0,1
3081,268,37,79,1,1,1,3
3082,228,66,98,1,0,1,2
3083,110,6,24,0,1,0,1
3084,180,97,71,1,1,0,2
3085,155,56,4,1,0,0,1
3086,243,12,22,0,0,0,0
3087,43,39,33,0,0,0,0
3088,85,42,61,0,1,0,1
3089,76,18,82,0,0,1,1
3090,108,94,45,1,0,1,2
3091,90,72,85,0,1,1,2
3092,43,48,11,0,1,1,2
3093,255,69,6,0,0,1,1
3094,21,3,82,0,0,1,1
3095,116,34,88,1,1,1,3
3096,197,2,7,0,1,0,1
3097,207,70,56,1,0,1,2
3098,197,90,98,1,0,1,2
3099,251,76,18,1,0,1,2
3100,206,31,24,0,1,1,2
3101,91,18,54,1,1,1,3
3102,84,22,62,0,1,1,2
3103,286,22,64,0,0,1,1
3104,179,80,39,0,1,0,1
3105,32,30,99,0,0,1,1
3106,244,39,79,0,1,1,2
3107,147,6,61,1,0,0,1
3108,21,89,6,0,0,1,1
3109,62,57,48,0,0,1,1
3110,129,39,16,1,0,0,1
3111,83,6,5,1,0,1,2
3112,173,22,9,0,1,1,2
3113,263,40,97,1,0,0,1
3114,255,29,28,1,0,1,2
3115,209,37,35,0,0,1,1
3116,24,89,28,0,0,1,1
3117,142,61,83,0,0,1,1
3118,241,6,2,0,1,1,2
3119,217,53,93,0,0,0,0
3120,78,99,53,0,0,0,0
3121,139,25,76,0,1,0,1
3122,248,96,92,1,1,0,2
3123,203,30,65,0,1,0,1
3124,211,92,56,0,0,1,1
3125,28,44,35,1,0,1,2
3126,209,24,97,0,1,0,1
3127,177,89,22,1,0,1,2
3128,146,7,66,0,0,1,1
3129,246,64,47,0,0,1,1
3130,92,46,96,1,0,1,2
3131,166,44,85,0,1,0,1
3132,59,6,85,1,0,0,1
3133,299,25,31,0,1,0,1
3134,9,64,21,0,1,1,2
3135,129,32,97,0,0,0,0
3136,91,87,57,0,0,0,0
3137,152,68,45,1,0,0,1
3138,226,62,61,1,1,0,2
3139,70,44,1,1,0,0,1
3140,98,87,100,0,0,0,0
3141,160,72,71,1,1,1,3
3142,258,84,28,0,0,1,1
3143,106,32,11,1,0,1,2
3144,94,3,79,0,1,0,1
3145,43,100,26,1,1,0,2
3146,53,79,68,0,0,0,0
3147,88,81,54,1,0,1,2
3148,53,1,4,1,0,1,2
3149,251,70,42,0,1,0,1
3150,300,73,55,0,0,0,0
3151,96,58,98,0,1,1,2
3152,200,16,5,0,0,0,0
3153,212,52,18,1,1,1,3
3154,51,94,75,1,1,1,3
3155,82,49,99,1,0,1,2
3156,282,74,61,0,0,0,0
3157,195,83,8,0,1,1,2
3158,77,53,59,1,1,1,3
3159,91,67,1,0,0,1,1
3160,78,41,50,1,0,1,2
3161,189,95,54,1,1,0,2
3162,117,1,89,1,1,0,2
3163,20,33,55,0,1,1,2
3164,253,36,68,0,1,1,2
3165,29,48,96,0,0,0,0
3166,26,53,38,0,1,0,1
3167,288,72,62,1,1,0,2
3168,220,80,37,0,1,0,1
3169,260,73,43,0,1,1,2
3170,124,58,43,0,1,0,1
3171,142,26,100,0,1,0,1
3172,149,91,32,1,0,1,2
3173,252,88,13,0,1,1,2
3174,178,67,52,0,1,0,1
3175,24,36,85,0,0,0,0
3176,235,78,58,1,0,0,1
3177,47,14,83,0,1,0,1
3178,25,35,66,1,1,1,3
3179,296,54,53,1,0,0,1
3180,234,99,31,1,0,0,1
3181,42,57,55,0,1,0,1
3182,265,80,50,0,1,0,1
3183,22,63,21,0,1,0,1
3184,100,67,9,1,1,1,3
3185,51,73,66,1,0,0,1
3186,18,50,15,1,1,0,2
3187,222,2,9,1,0,1,2
3188,10,58,24,1,1,1,3
3189,201,97,26,0,1,0,1
3190,140,51,77,0,1,0,1
3191,220,30,76,0,0,0,0
3192,45,61,74,0,1,0,1
3193,281,43,60,0,0,1,1
3194,297,77,44,1,1,0,2
3195,99,8,17,1,1,1,3
3196,85,27,92,1,1,0,2
3197,130,85,76,0,0,1,1
3198,190,48,75,0,1,1,2
3199,28,88,94,0,0,0,0
3200,225,67,80,1,1,1,3
3201,13,88,56,0,0,1,1
3202,22,78,36,0,1,0,1
3203,266,63,91,1,1,0,2
3204,83,23,23,0,1,0,1
3205,254,32,69,0,1,1,2
3206,85,24,32,0,1,1,2
3207,251,50,73,0,1,0,1
3208,170,64,51,1,1,0,2
3209,135,46,34,1,1,1,3
3210,148,45,42,0,0,0,0
3211,281,59,6,1,0,0,1
3212,213,33,15,1,1,1,3
3213,262,37,14,0,0,1,1
3214,20,33,89,0,1,0,1
3215,282,38,89,1,0,1,2
3216,148,79,8,1,0,1,2
3217,186,34,75,1,1,1,3
3218,74,49,61,0,1,1,2
3219,273,41,18,1,0,0,1
3220,215,20,45,1,1,0,2
3221,296,81,70,0,1,1,2
3222,125,29,78,1,1,1,3
3223,297,87,55,0,0,0,0
3224,174,63,68,0,0,1,1
3225,128,60,9,0,1,0,1
3226,165,32,98,1,1,1,3
3227,177,38,88,1,1,0,2
3228,243,80,80,1,1,0,2
3229,69,28,86,1,1,1,3
3230,26,47,72,1,0,0,1
3231,48,13,95,0,0,0,0
3232,41,13,15,0,0,0,0
3233,261,81,82,0,1,0,1
3234,203,78,45,1,1,0,2
3235,173,12,30,1,0,1,2
3236,58,48,69,1,1,0,2
3237,164,51,26,0,0,1,1
3238,103,84,45,0,1,0,1
3239,122,77,0,1,1,1,3
3240,225,85,20,0,0,0,0
3241,232,53,10,0,1,1,2
3242,210,40,18,1,1,0,2
3243,4,15,65,1,1,0,2
3244,70,66,14,0,0,0,0
3245,10,73,75,0,1,0,1
3246,122,34,59,0,1,1,2
3247,166,9,14,0,1,1,2
3248,43,72,21,1,1,1,3
3249,81,71,16,0,0,0,0
3250,94,44,74,1,1,1,3
3251,118,48,43,0,0,1,1
3252,191,8,32,0,0,1,1
3253,59,83,12,1,1,0,2
3254,181,3,13,0,0,1,1
3255,78,6,12,0,0,1,1
3256,208,90,52,1,0,1,2
3257,113,92,15,1,1,0,2
3258,132,94,92,1,1,1,3
3259,237,86,57,0,0,1,1
3260,214,55,30,1,0,0,1
3261,169,44,87,0,0,1,1
3262,92,1,11,1,0,0,1
3263,253,51,87,0,1,1,2
3264,190,76,31,1,0,1,2
3265,120,56,41,1,0,0,1
3266,245,79,56,0,1,0,1
3267,225,3,77,0,0,1,1
3268,290,83,58,1,0,0,1
3269,81,83,81,1,1,0,2
3270,267,7,21,0,1,0,1
3271,56,98,89,1,1,0,2
3272,284,89,57,0,1,1,2
3273,24,32,86,1,1,1,3
3274,11,14,46,0,1,0,1
3275,116,54,33,1,1,1,3
3276,284,31,73,1,1,1,3
3277,88,31,43,0,1,0,1
3278,149,42,83,0,1,1,2
3279,248,15,70,1,1,0,2
3280,33,75,100,0,1,1,2
3281,202,60,19,0,1,0,1
3282,194,51,98,1,0,0,1
3283,14,73,100,0,0,1,1
3284,256,76,76,0,0,1,1
3285,98,19,80,1,1,0,2
3286,78,4,89,0,0,0,0
3287,137,37,33,0,0,1,1
3288,140,12,52,0,1,0,1
3289,85,39,47,0,0,0,0
3290,35,70,29,0,0,0,0
3291,182,72,31,0,0,0,0
3292,197,21,88,0,1,1,2
3293,150,27,80,0,0,0,0
3294,185,50,3,1,0,1,2
3295,142,2,53,1,1,1,3
3296,105,31,61,1,0,1,2
3297,39,47,46,0,1,0,1
3298,197,51,60,1,0,1,2
3299,257,86,35,0,0,1,1
3300,149,27,96,0,1,1,2
3301,236,50,51,0,0,0,0
3302,196,17,18,0,0,0,0
3303,157,44,42,1,0,1,2
3304,249,46,91,0,0,0,0
3305,267,58,6,0,1,0,1
3306,201,35,42,0,1,1,2
3307,293,5,18,0,1,1,2
3308,47,62,1,1,0,1,2
3309,139,10,41,1,1,1,3
3310,76,60,92,1,0,1,2
3311,192,26,1,1,1,0,2
3312,108,58,58,0,0,0,0
3313,151,100,21,0,0,0,0
3314,170,4,90,0,1,1,2
